,loss,AUC,NPV,accuracy,f1-score,fÎ²-score,precision (PPV),recall (sensitivity),specificity
0,0.3988880217075348,0.7672107815742493,0.8819411396980286,0.7902388572692871,0.4614294767379761,0.4812283217906952,0.44377294182777405,0.4989747405052185,0.818692684173584
1,0.3611763119697571,0.8140048384666443,0.899635374546051,0.8090146780014038,0.5341213345527649,0.566329836845398,0.49511420726776123,0.5925105810165405,0.8305580615997314
2,0.3461717665195465,0.8313773274421692,0.9066308736801147,0.81963711977005,0.5632601976394653,0.5953457355499268,0.5223231315612793,0.6207625865936279,0.8390207886695862
3,0.3390084505081177,0.8398669362068176,0.9105323553085327,0.8262976408004761,0.579003095626831,0.6115099787712097,0.5366640090942383,0.6369584202766418,0.844982385635376
4,0.3350416421890259,0.8436368107795715,0.9105879068374634,0.8285714387893677,0.5830504894256592,0.6153604388237,0.5401771068572998,0.6403727531433105,0.848312258720398
5,0.3275015354156494,0.8517252802848816,0.9157202243804932,0.8338539004325867,0.5978015661239624,0.631863534450531,0.5524832010269165,0.6581898927688599,0.850841760635376
6,0.32263651490211487,0.8567911982536316,0.9168874025344849,0.8366789221763611,0.607001781463623,0.6409758925437927,0.5613307952880859,0.6670669913291931,0.8532616496086121
7,0.3155415952205658,0.8634238243103027,0.9203552007675171,0.8404455184936523,0.6146408319473267,0.6489837765693665,0.5679948925971985,0.6751986742019653,0.8557602167129517
8,0.3128450810909271,0.866353452205658,0.9218251705169678,0.8415020704269409,0.6191928386688232,0.6547116041183472,0.5705404281616211,0.6817137002944946,0.8559899926185608
9,0.30568358302116394,0.872839093208313,0.923902153968811,0.8462907671928406,0.6315868496894836,0.6654430627822876,0.58482825756073,0.6910289525985718,0.8606797456741333
10,0.2995556890964508,0.8785696029663086,0.9262470006942749,0.8492306470870972,0.6386493444442749,0.6743247509002686,0.589120090007782,0.7012177109718323,0.8628252744674683
11,0.2996956408023834,0.8785873651504517,0.9270262122154236,0.8507694005966187,0.6420092582702637,0.6770415306091309,0.5933341383934021,0.7034150958061218,0.8640106916427612
12,0.29005733132362366,0.8863644003868103,0.9311234951019287,0.8542604446411133,0.6563218832015991,0.693228006362915,0.605040431022644,0.7210612297058105,0.864693284034729
13,0.28494808077812195,0.8898795247077942,0.9327765107154846,0.8581304550170898,0.6601693630218506,0.6963680386543274,0.6094948649406433,0.7235043048858643,0.8692679405212402
14,0.2805975377559662,0.893450915813446,0.9329530000686646,0.859703779220581,0.665638267993927,0.7021322846412659,0.6142302751541138,0.7293803691864014,0.8712239265441895
15,0.27395468950271606,0.8988977670669556,0.936820387840271,0.8642168045043945,0.6753802299499512,0.7126753330230713,0.6229845285415649,0.740574300289154,0.8742530345916748
16,0.26950544118881226,0.9027988314628601,0.9377451539039612,0.8674896359443665,0.6853909492492676,0.7209718227386475,0.6347367763519287,0.7473549842834473,0.8776142597198486
17,0.2626352310180664,0.9074393510818481,0.9395049214363098,0.8699816465377808,0.6907104253768921,0.7272902727127075,0.6386382579803467,0.7544142603874207,0.8796187043190002
18,0.25732165575027466,0.9112991690635681,0.9411775469779968,0.8723472356796265,0.6970143914222717,0.7329915761947632,0.6456469297409058,0.7596297264099121,0.8813946843147278
19,0.24796287715435028,0.9183085560798645,0.9450029134750366,0.8791341185569763,0.7131731510162354,0.7493089437484741,0.661207914352417,0.7759249210357666,0.8873218297958374
